grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.183158.6;Polytechnique Montréal;CA;Canada;North America;Global North;45.5034;-73.6189;3;Education;7894;9117.750;1.155;0.012;0.654;0.391;0.054;0.114;0.231;0.567;1174;1044;640;2858;41.078;36.529;22.393;1003;1095;1691;2521;1192;1668;1817;1715;1698;1649;1174;1359;1094;1223;1292;1708;990
grid.267193.8;Univ.  Southern Mississippi;US;United States;North America;Global North;31.3296;-89.3338;3;Education;4003;4623.270;1.155;0.011;0.673;0.211;0.054;0.106;0.223;0.547;679;513;315;1507;45.056;34.041;20.903;1880;1931;1691;2379;2465;1804;1817;1897;1819;1896;1838;2346;2044;2193;1044;1845;1279
grid.20627.31;Ohio Univ.;US;United States;North America;Global North;39.3275;-82.1;3;Education;8605;9919.570;1.153;0.014;0.683;0.342;0.055;0.112;0.227;0.559;1206;1172;650;3028;39.828;38.705;21.466;925;1032;1694;2276;1485;1444;1779;1769;1761;1752;1136;1182;1075;1157;1370;1569;1155
grid.412461.4;Second Affiliated Hosp.  Chongqing Med. Univ.;CN;China;Asia & Pacific;Global South;29.5598;106.574;6;Healthcare;1570;1810.930;1.153;0.007;0.678;0.131;0.052;0.116;0.251;0.617;618;349;212;1179;52.417;29.601;17.981;2901;2800;1694;2335;2925;2364;1893;1667;1385;949;1966;2729;2589;2674;680;2113;1899
grid.452290.8;Zhongda Hosp. Southeast Univ.;CN;China;Asia & Pacific;Global South;32.0714;118.777;6;Healthcare;2522;2907.700;1.153;0.010;0.948;0.211;0.051;0.111;0.240;0.611;668;487;220;1375;48.582;35.418;16.000;2495;2440;1694;71;2465;1918;1929;1793;1556;1030;1859;2411;2533;2366;858;1761;2245
grid.414964.a;Samsung Med. Ctr.;KR;South Korea;Asia & Pacific;Global North;37.4882;127.086;6;Healthcare;16554;19079.900;1.153;0.010;0.979;0.165;0.049;0.106;0.225;0.602;1956;2427;1225;5608;34.879;43.278;21.844;501;571;1694;14;2781;1918;2006;1897;1787;1162;688;563;588;617;1699;1312;1087
grid.443541.3;Shenyang Aerospace Univ.;CN;China;Asia & Pacific;Global South;41.9263;123.404;3;Education;1770;2040.310;1.153;0.013;0.707;0.150;0.068;0.127;0.234;0.524;1031;162;129;1322;77.988;12.254;9.758;2820;2739;1694;2013;2860;1560;1356;1447;1656;2134;1302;2991;2938;2453;12;2974;2906
grid.6584.f;Robert Bosch (Germany);DE;Germany;Europe;Global North;48.8825;9.0804;2;Company;1091;1257.450;1.153;0.013;0.902;0.335;0.059;0.109;0.223;0.532;912;483;107;1502;60.719;32.157;7.124;2982;2942;1694;266;1529;1560;1647;1837;1819;2052;1458;2413;2993;2199;365;1955;2989
grid.411074.7;Hosp. das Clínicas da Faculdade de Medicina da Univ. de São Paulo;BR;Brazil;South/Latin America;Global South;-23.6041;-46.6743;6;Healthcare;6346;7309.300;1.152;0.014;0.859;0.303;0.056;0.107;0.214;0.548;1067;4026;949;6042;17.660;66.634;15.707;1221;1333;1700;524;1754;1444;1743;1878;1932;1883;1264;312;764;565;2519;289;2290
grid.410737.6;Guangzhou Med. Univ.;CN;China;Asia & Pacific;Global South;23.1362;113.254;3;Education;7365;8485.290;1.152;0.008;0.882;0.268;0.052;0.112;0.245;0.615;2560;2177;887;5624;45.519;38.709;15.772;1064;1175;1700;387;2014;2186;1893;1769;1480;977;497;634;814;615;1019;1568;2283
grid.10586.3a;Univ.  Murcia;ES;Spain;Europe;Global North;38.0196;-1.16926;3;Education;12520;14424.300;1.152;0.011;0.693;0.409;0.058;0.118;0.234;0.581;2144;1420;1193;4757;45.070;29.851;25.079;657;723;1700;2179;1096;1804;1681;1622;1656;1469;618;987;609;732;1042;2103;564
grid.412440.7;Univ. Hosp. Galway;IE;Ireland;Europe;Global North;53.2769;-9.06616;6;Healthcare;1901;2189.710;1.152;0.016;0.694;0.291;0.070;0.114;0.212;0.491;274;472;275;1021;26.836;46.229;26.934;2768;2682;1700;2171;1832;1237;1287;1715;1964;2465;2664;2429;2234;2956;2125;1148;370
grid.417295.c;Xijing Hosp.;CN;China;Asia & Pacific;Global South;34.27;108.988;6;Healthcare;4779;5498.500;1.151;0.008;0.945;0.188;0.048;0.112;0.245;0.604;1772;1074;676;3522;50.312;30.494;19.194;1602;1681;1704;79;2645;2186;2039;1769;1480;1139;777;1322;1040;999;779;2056;1676
grid.259956.4;Miami Univ.;US;United States;North America;Global North;39.5112;-84.7281;3;Education;6248;7183.670;1.150;0.012;0.687;0.276;0.054;0.115;0.234;0.562;958;810;475;2243;42.711;36.112;21.177;1236;1352;1705;2242;1956;1668;1817;1689;1656;1722;1394;1708;1473;1565;1189;1732;1200
grid.8267.b;Med. Univ.  Lodz;PL;Poland;Europe;Global North;51.7699;19.4541;3;Education;7118;8184.840;1.150;0.015;0.597;0.311;0.056;0.105;0.211;0.550;1485;649;494;2628;56.507;24.696;18.798;1097;1221;1705;2776;1693;1336;1743;1928;1977;1865;946;2045;1417;1347;506;2433;1754
grid.467844.d;Inst.  Plasma Physics;CN;China;Asia & Pacific;Global South;31.9098;117.148;4;Facility;3240;3725.350;1.150;0.023;0.793;0.322;0.073;0.124;0.211;0.496;659;280;497;1436;45.891;19.499;34.610;2174;2188;1705;1053;1613;638;1188;1516;1977;2416;1878;2849;1409;2279;997;2723;82
grid.412484.f;Seoul Natl. Univ. Hosp.;KR;South Korea;Asia & Pacific;Global North;37.5794;127;6;Healthcare;14428;16595.000;1.150;0.009;0.895;0.143;0.047;0.102;0.228;0.594;1082;3189;1196;5467;19.792;58.332;21.877;576;645;1705;310;2891;2052;2085;1997;1747;1285;1247;411;607;629;2415;609;1080
grid.264706.1;Teikyo Univ.;JP;Japan;Asia & Pacific;Global North;35.7594;139.716;3;Education;5598;6440.330;1.150;0.013;0.778;0.170;0.044;0.089;0.189;0.513;733;1142;312;2187;33.516;52.218;14.266;1377;1478;1705;1226;2756;1560;2200;2266;2277;2251;1750;1214;2054;1593;1776;875;2486
grid.412094.a;Natl. Taiwan Univ. Hosp.;TW;Taiwan;Asia & Pacific;Global North;25.0427;121.518;6;Healthcare;15002;17243.800;1.149;0.011;0.887;0.199;0.051;0.108;0.228;0.580;1004;2008;1324;4336;23.155;46.310;30.535;554;627;1710;353;2570;1804;1929;1855;1747;1487;1333;715;539;807;2268;1143;191
grid.506261.6;Chinese Academy  Med. Sciences & Peking Union Med. College;CN;China;Asia & Pacific;Global South;39.9115;116.415;3;Education;27890;32056.100;1.149;0.011;0.807;0.202;0.051;0.107;0.223;0.574;8750;4601;3494;16845;51.944;27.314;20.742;245;334;1710;937;2539;1804;1929;1878;1819;1569;63;261;142;121;705;2258;1316
grid.411642.4;Peking Univ. Third Hosp.;CN;China;Asia & Pacific;Global South;39.9821;116.36;6;Healthcare;4355;4994.670;1.147;0.010;0.668;0.201;0.050;0.113;0.230;0.591;1472;556;462;2490;59.117;22.329;18.554;1737;1815;1712;2422;2553;1918;1963;1736;1717;1319;954;2256;1525;1408;417;2574;1802
grid.8048.4;Univ.  Castilla-La Mancha;ES;Spain;Europe;Global North;38.9935;-3.92544;3;Education;10835;12430.200;1.147;0.009;0.672;0.397;0.053;0.113;0.242;0.596;2007;1048;623;3678;54.568;28.494;16.939;761;837;1712;2393;1157;2052;1862;1736;1519;1248;669;1354;1128;960;597;2189;2098
grid.419010.d;Kunming Inst.  Zoology;CN;China;Asia & Pacific;Global South;25.0675;102.705;4;Facility;2870;3292.650;1.147;0.015;0.937;0.376;0.056;0.106;0.212;0.559;408;364;475;1247;32.719;29.190;38.091;2344;2327;1712;107;1271;1336;1743;1897;1964;1752;2412;2691;1473;2559;1828;2145;29
grid.440661.1;Chang'an Univ.;CN;China;Asia & Pacific;Global South;34.2316;108.955;3;Education;6754;7749.920;1.147;0.015;0.679;0.261;0.062;0.119;0.226;0.546;2992;569;345;3906;76.600;14.567;8.833;1166;1271;1712;2325;2071;1336;1560;1603;1771;1906;411;2224;1910;899;20;2907;2941
grid.440736.2;Xidian Univ.;CN;China;Asia & Pacific;Global South;34.1219;108.841;3;Education;17590;20157.200;1.146;0.012;0.567;0.249;0.059;0.119;0.239;0.566;6160;1120;1204;8484;72.607;13.201;14.191;467;549;1716;2859;2172;1668;1647;1603;1568;1667;136;1256;601;358;80;2945;2495
grid.440785.a;Jiangsu Univ.;CN;China;Asia & Pacific;Global South;32.194;119.519;3;Education;19135;21936.900;1.146;0.012;0.619;0.231;0.059;0.117;0.239;0.575;7546;1715;1169;10430;72.349;16.443;11.208;421;499;1716;2710;2312;1668;1647;1646;1568;1549;93;839;621;277;85;2850;2800
grid.20384.3d;Inst.  Systems  & Computer Engineering  Porto;PT;Portugal;Europe;Global North;41.1794;-8.59539;7;Nonprofit;1379;1580.300;1.146;0.016;0.911;0.451;0.060;0.117;0.228;0.570;199;680;188;1067;18.650;63.730;17.620;2942;2863;1716;214;852;1237;1610;1646;1747;1612;2822;1970;2722;2862;2470;393;1966
grid.267153.4;Univ.  South Alabama;US;United States;North America;Global North;30.6967;-88.1787;3;Education;4239;4852.920;1.145;0.014;0.666;0.217;0.057;0.114;0.223;0.538;751;857;369;1977;37.987;43.349;18.665;1773;1869;1719;2440;2425;1444;1703;1715;1819;1993;1709;1633;1815;1744;1493;1306;1789
grid.265881.0;Univ.  Akron;US;United States;North America;Global North;41.0764;-81.5084;3;Education;7480;8566.850;1.145;0.013;0.637;0.324;0.058;0.119;0.236;0.571;1356;797;559;2712;50.000;29.388;20.612;1048;1167;1719;2629;1595;1560;1681;1603;1628;1603;1012;1729;1246;1302;792;2129;1346
grid.7427.6;Univ.  Beira Interior;PT;Portugal;Europe;Global North;40.2774;-7.50887;3;Education;4515;5169.690;1.145;0.012;0.744;0.373;0.060;0.121;0.239;0.571;702;409;288;1399;50.179;29.235;20.586;1685;1766;1719;1612;1287;1668;1610;1572;1568;1603;1801;2596;2184;2324;786;2142;1356
grid.457330.6;CEA LETI;FR;France;Europe;Global North;45.196;5.70445;5;Government;1348;1543.660;1.145;0.012;0.800;0.380;0.052;0.116;0.219;0.557;305;1013;737;2055;14.842;49.294;35.864;2948;2876;1719;987;1252;1668;1893;1667;1869;1774;2603;1401;970;1690;2664;997;57
grid.11451.30;Gdansk Med. Univ.;PL;Poland;Europe;Global North;54.3661;18.6306;3;Education;5971;6837.580;1.145;0.016;0.637;0.342;0.057;0.102;0.197;0.533;1101;765;555;2421;45.477;31.599;22.924;1304;1411;1719;2629;1485;1237;1703;1997;2156;2043;1232;1812;1259;1460;1021;1993;899
grid.7327.1;Council  Scientific  & Industrial Res.;ZA;South Africa;Africa;Global South;-25.7481;28.2762;5;Government;3248;3719.790;1.145;0.013;0.886;0.415;0.062;0.117;0.226;0.569;496;491;305;1292;38.390;38.003;23.607;2168;2190;1719;360;1062;1560;1560;1646;1771;1623;2228;2399;2095;2499;1470;1622;807
grid.18376.3b;Bilkent Univ.;TR;Turkey;Europe;Global North;39.868;32.7487;3;Education;5335;6105.170;1.144;0.011;0.649;0.453;0.054;0.110;0.230;0.561;691;665;743;2099;32.920;31.682;35.398;1441;1554;1725;2552;835;1804;1817;1811;1717;1734;1823;2010;958;1662;1813;1986;68
grid.443909.3;Univ.  Chile;CL;Chile;South/Latin America;Global South;-33.4433;-70.6506;3;Education;19461;22264.500;1.144;0.013;0.769;0.580;0.057;0.111;0.222;0.553;4328;2868;2807;10003;43.267;28.671;28.062;408;488;1725;1323;269;1560;1703;1793;1833;1831;234;466;199;293;1145;2175;297
grid.5268.9;Univ.  Alicante;ES;Spain;Europe;Global North;38.3846;-0.513147;3;Education;9593;10973.200;1.144;0.012;0.633;0.406;0.056;0.111;0.228;0.580;1709;1114;650;3473;49.208;32.076;18.716;834;940;1725;2652;1109;1668;1743;1793;1747;1487;807;1262;1075;1010;825;1960;1777
grid.268252.9;Wilfrid Laurier Univ.;CA;Canada;North America;Global North;43.4761;-80.5281;3;Education;4633;5301.110;1.144;0.012;0.718;0.428;0.060;0.115;0.234;0.560;490;506;196;1192;41.107;42.450;16.443;1653;1730;1725;1887;992;1668;1610;1689;1656;1743;2239;2360;2684;2650;1289;1345;2173
grid.410585.d;Sh &ong Normal Univ.;CN;China;Asia & Pacific;Global South;36.6536;117.042;3;Education;6857;7846.710;1.144;0.012;0.679;0.169;0.063;0.125;0.245;0.561;1959;665;423;3047;64.293;21.825;13.883;1139;1263;1725;2325;2763;1668;1519;1495;1480;1734;687;2010;1634;1151;274;2606;2537
grid.69775.3a;Univ.  Science  & Technology Beijing;CN;China;Asia & Pacific;Global South;39.9905;116.357;3;Education;24137;27592.300;1.143;0.012;0.637;0.254;0.058;0.119;0.234;0.558;7706;1435;1685;10826;71.181;13.255;15.564;304;398;1730;2629;2132;1668;1681;1603;1656;1766;85;974;408;260;108;2944;2311
grid.22557.37;Univ.  West Bohemia;CZ;Czechia;Europe;Global North;49.7237;13.3515;3;Education;2679;3061.120;1.143;0.010;0.656;0.458;0.035;0.072;0.151;0.456;750;220;145;1115;67.265;19.731;13.005;2440;2397;1730;2504;803;1918;2575;2662;2755;2738;1712;2938;2888;2769;202;2708;2636
grid.12477.37;Univ.  Brighton;GB;United Kingdom;Europe;Global North;50.859;-0.086603;3;Education;4231;4836.750;1.143;0.010;0.705;0.459;0.061;0.120;0.242;0.574;559;548;219;1326;42.157;41.327;16.516;1779;1875;1730;2045;795;1918;1584;1584;1519;1569;2090;2274;2536;2446;1228;1414;2161
grid.414373.6;Beijing Tongren Hosp.;CN;China;Asia & Pacific;Global South;39.9028;116.418;6;Healthcare;2625;2999.940;1.143;0.013;0.983;0.342;0.050;0.107;0.225;0.571;851;318;306;1475;57.695;21.559;20.746;2459;2413;1730;6;1485;1560;1963;1878;1787;1603;1530;2784;2089;2235;464;2619;1314
grid.233520.5;Air ce Med. Univ.;CN;China;Asia & Pacific;Global South;34.2774;108.979;3;Education;12379;14154.200;1.143;0.009;0.792;0.195;0.057;0.118;0.245;0.607;5146;1142;1986;8274;62.195;13.802;24.003;662;737;1730;1068;2595;2052;1703;1622;1480;1087;178;1214;334;376;328;2931;735
grid.411417.6;Louisiana State Univ. Health Sciences Ctr. Shreveport;US;United States;North America;Global North;32.4816;-93.7606;6;Healthcare;3246;3710.460;1.143;0.014;0.498;0.177;0.055;0.113;0.223;0.549;506;795;415;1716;29.487;46.329;24.184;2170;2194;1730;2942;2714;1444;1779;1736;1819;1874;2206;1734;1667;1978;1985;1141;699
grid.253248.a;Bowling Green State Univ.;US;United States;North America;Global North;41.3798;-83.6246;3;Education;4141;4734.620;1.143;0.012;0.603;0.230;0.059;0.118;0.233;0.556;577;465;343;1385;41.661;33.574;24.765;1823;1898;1730;2755;2318;1668;1647;1622;1676;1791;2062;2447;1924;2349;1260;1878;595
grid.10604.33;Univ.  Nairobi;KE;Kenya;Africa;Global South;-1.27972;36.8167;3;Education;4257;4861.110;1.142;0.011;0.838;0.705;0.048;0.107;0.226;0.556;919;595;426;1940;47.371;30.670;21.959;1766;1864;1737;667;64;1804;2039;1878;1771;1791;1449;2170;1622;1775;919;2043;1069
grid.11355.33;Sia Univ.;BG;Bulgaria;Europe;Global North;42.6936;23.335;3;Education;5304;6058.570;1.142;0.014;0.812;0.647;0.061;0.111;0.210;0.510;756;456;415;1627;46.466;28.027;25.507;1451;1562;1737;879;113;1444;1584;1793;1996;2295;1696;2475;1667;2063;970;2217;520
grid.14509.39;Univ.  South Bohemia in Ceské Budejovice;CZ;Czechia;Europe;Global North;48.9787;14.4484;3;Education;5415;6182.960;1.142;0.011;0.835;0.597;0.056;0.117;0.229;0.569;641;560;504;1705;37.595;32.845;29.560;1419;1535;1737;689;213;1804;1743;1646;1734;1623;1917;2244;1387;1985;1523;1921;227
grid.30055.33;Dalian Univ.  Technology;CN;China;Asia & Pacific;Global South;38.8744;121.534;3;Education;36836;42062.600;1.142;0.012;0.601;0.264;0.060;0.121;0.237;0.566;10737;2032;2652;15421;69.626;13.177;17.197;159;229;1737;2762;2050;1668;1610;1572;1603;1667;33;704;216;138;147;2946;2060
grid.412901.f;West China Hosp.  Sichuan Univ.;CN;China;Asia & Pacific;Global South;30.6432;104.061;6;Healthcare;18469;21070.800;1.141;0.011;0.880;0.192;0.055;0.116;0.238;0.595;6596;2096;2014;10706;61.610;19.578;18.812;446;529;1741;399;2619;1804;1779;1667;1590;1270;123;670;326;261;340;2715;1750
grid.15449.3d;Pablo de Olavide Univ.;ES;Spain;Europe;Global North;37.355;-5.938;3;Education;3494;3986.680;1.141;0.009;0.784;0.444;0.055;0.118;0.244;0.605;491;468;213;1172;41.894;39.932;18.174;2061;2102;1741;1151;902;2052;1779;1622;1497;1117;2236;2439;2579;2684;1243;1489;1862
grid.452708.c;Second Xiangya Hosp.  Central South Univ.;CN;China;Asia & Pacific;Global South;28.1866;112.99;6;Healthcare;6451;7353.030;1.140;0.009;0.882;0.245;0.054;0.116;0.248;0.605;2102;843;766;3711;56.642;22.716;20.641;1210;1328;1743;387;2196;2052;1817;1667;1438;1117;638;1655;931;955;502;2549;1338
grid.413320.7;AC Camargo Hosp.;BR;Brazil;South/Latin America;Global South;-23.5653;-46.6359;6;Healthcare;2124;2420.960;1.140;0.012;0.754;0.340;0.050;0.106;0.208;0.563;401;570;256;1227;32.681;46.455;20.864;2687;2603;1743;1495;1502;1668;1963;1897;2019;1704;2432;2221;2327;2597;1830;1135;1289
grid.428926.3;Guangzhou Inst.s  Biomedicine  & Health;CN;China;Asia & Pacific;Global South;23.1622;113.448;4;Facility;1395;1590.340;1.140;0.010;0.897;0.323;0.054;0.113;0.250;0.596;392;298;397;1087;36.063;27.415;36.523;2937;2861;1743;301;1602;1918;1817;1736;1403;1248;2451;2821;1719;2824;1619;2250;49
grid.418577.8;Klinicki centar Srbije;RS;Serbia;Europe;Global North;44.7965;20.4634;6;Healthcare;2405;2741.080;1.140;0.013;0.841;0.350;0.048;0.084;0.169;0.509;448;452;639;1539;29.110;29.370;41.521;2554;2505;1743;640;1433;1560;2039;2396;2557;2306;2328;2491;1099;2151;2002;2132;11
grid.5334.1;Sabanci Univ.;TR;Turkey;Europe;Global North;40.8929;29.3749;3;Education;3085;3517.070;1.140;0.011;0.653;0.492;0.056;0.111;0.235;0.566;476;500;347;1323;35.979;37.793;26.228;2240;2257;1743;2531;621;1804;1743;1793;1646;1667;2270;2380;1900;2451;1627;1636;435
grid.10347.31;Univ.  Malaya;MY;Malaysia;Asia & Pacific;Global South;3.12083;101.656;3;Education;29088;33166.700;1.140;0.016;0.707;0.540;0.066;0.123;0.232;0.554;4584;2810;2444;9838;46.595;28.563;24.842;227;324;1743;2013;408;1237;1412;1542;1690;1813;211;479;243;298;957;2183;588
grid.20513.35;Beijing Normal Univ.;CN;China;Asia & Pacific;Global South;39.9572;116.363;3;Education;25022;28514.600;1.140;0.011;0.785;0.371;0.060;0.121;0.237;0.569;5566;2187;2523;10276;54.165;21.283;24.552;289;383;1743;1137;1299;1804;1610;1572;1603;1623;155;629;233;284;616;2634;630
grid.417384.d;Second Affiliated Hosp. & Yuying Children's Hosp.  Wenzhou Med. Univ.;CN;China;Asia & Pacific;Global South;28.0065;120.672;6;Healthcare;2942;3350.050;1.139;0.005;0.710;0.166;0.053;0.115;0.254;0.615;1186;518;523;2227;53.256;23.260;23.485;2303;2305;1750;1978;2771;2699;1862;1689;1338;977;1156;2336;1334;1571;651;2519;824
grid.453246.2;Nanjing Univ.  Posts  & Telecommunications;CN;China;Asia & Pacific;Global South;32.0805;118.765;3;Education;6961;7925.830;1.139;0.013;0.752;0.255;0.063;0.116;0.224;0.541;2269;1039;645;3953;57.399;26.284;16.317;1116;1252;1750;1521;2130;1560;1519;1667;1804;1962;581;1368;1086;890;478;2330;2193
grid.258164.c;Jinan Univ.;CN;China;Asia & Pacific;Global South;23.128;113.348;3;Education;16436;18723.700;1.139;0.010;0.771;0.284;0.059;0.120;0.240;0.582;5411;2225;1169;8805;61.454;25.270;13.277;507;575;1750;1304;1897;1918;1647;1584;1556;1450;161;619;621;343;342;2396;2599
grid.411587.e;Chongqing Univ.  Posts  & Telecommunications;CN;China;Asia & Pacific;Global South;29.5346;106.605;3;Education;3596;4092.990;1.138;0.015;0.673;0.295;0.062;0.118;0.231;0.553;1661;443;257;2361;70.352;18.763;10.885;2021;2066;1753;2379;1811;1336;1560;1622;1698;1831;832;2507;2321;1486;129;2760;2821
grid.454711.2;Shaanxi Univ.  Science  & Technology;CN;China;Asia & Pacific;Global South;34.3812;108.979;3;Education;4024;4579.520;1.138;0.010;0.547;0.168;0.063;0.118;0.234;0.566;1685;392;170;2247;74.989;17.446;7.566;1872;1947;1753;2894;2766;1918;1519;1622;1656;1667;819;2632;2804;1561;40;2819;2979
grid.264260.4;Binghamton Univ.;US;United States;North America;Global North;42.0893;-75.9699;3;Education;6546;7449.060;1.138;0.013;0.656;0.297;0.057;0.114;0.228;0.560;1110;816;590;2516;44.118;32.432;23.450;1201;1315;1753;2504;1802;1560;1703;1715;1747;1743;1225;1697;1181;1394;1103;1941;830
grid.11762.33;Univ.  Salamanca;ES;Spain;Europe;Global North;40.9616;-5.66761;3;Education;9920;11282.200;1.137;0.011;0.741;0.442;0.054;0.111;0.224;0.567;1843;1308;1129;4280;43.061;30.561;26.379;817;913;1756;1647;910;1804;1817;1793;1804;1649;741;1070;636;819;1161;2049;417
grid.15399.37;Institut Natl. des Sciences Appliquées de Lyon;FR;France;Europe;Global North;45.783;4.87499;3;Education;2383;2710.510;1.137;0.012;0.795;0.464;0.060;0.115;0.234;0.580;231;1087;640;1958;11.798;55.516;32.686;2566;2513;1756;1030;769;1668;1610;1689;1656;1487;2767;1303;1094;1758;2821;727;122
grid.412839.5;Wuhan Union Hosp.;CN;China;Asia & Pacific;Global South;30.5762;114.289;6;Healthcare;7741;8802.650;1.137;0.008;0.993;0.218;0.053;0.118;0.242;0.581;3059;977;800;4836;63.255;20.203;16.543;1020;1131;1756;2;2410;2186;1862;1622;1519;1469;396;1449;898;711;307;2687;2157
grid.20561.30;South China Agricultural Univ.;CN;China;Asia & Pacific;Global South;23.1584;113.351;3;Education;11687;13293.900;1.137;0.009;0.715;0.264;0.054;0.110;0.225;0.563;4519;1016;1138;6673;67.721;15.226;17.054;697;774;1756;1915;2050;2052;1817;1811;1787;1704;217;1398;633;500;187;2887;2079
grid.258970.1;Laurentian Univ.;CA;Canada;North America;Global North;46.466;-80.9705;3;Education;3375;3838.840;1.137;0.018;0.692;0.403;0.058;0.110;0.205;0.523;498;421;217;1136;43.838;37.060;19.102;2111;2146;1756;2193;1128;1029;1681;1811;2067;2148;2222;2571;2552;2734;1116;1678;1690
grid.267337.4;Univ.  Toledo;US;United States;North America;Global North;41.6577;-83.6137;3;Education;9074;10318.100;1.137;0.014;0.629;0.253;0.060;0.119;0.229;0.553;1507;1629;778;3914;38.503;41.620;19.877;881;1000;1756;2669;2145;1444;1610;1603;1734;1831;933;887;915;898;1458;1397;1528
grid.412531.0;Shanghai Normal Univ.;CN;China;Asia & Pacific;Global South;31.1615;121.416;3;Education;5657;6429.590;1.137;0.014;0.709;0.271;0.063;0.124;0.237;0.561;1647;510;303;2460;66.951;20.732;12.317;1369;1484;1756;1991;1993;1444;1519;1516;1603;1734;840;2355;2109;1429;212;2668;2701
grid.412368.a;Univ. Federal do ABC;BR;Brazil;South/Latin America;Global South;-23.6446;-46.5282;3;Education;6860;7793.790;1.136;0.013;0.859;0.470;0.057;0.114;0.220;0.559;719;1441;309;2469;29.121;58.364;12.515;1137;1269;1763;524;736;1560;1703;1715;1854;1752;1777;971;2064;1420;2001;607;2691
grid.460771.3;Norm &ie Université;FR;France;Europe;Global North;49.189;-0.363985;3;Education;2098;2384.010;1.136;0.010;0.826;0.436;0.049;0.104;0.217;0.554;198;1837;201;2236;8.855;82.156;8.989;2702;2620;1763;762;947;1918;2006;1953;1888;1813;2827;774;2650;1567;2946;20;2938
grid.440686.8;Dalian Maritime Univ.;CN;China;Asia & Pacific;Global South;38.8711;121.534;3;Education;4806;5457.840;1.136;0.012;0.664;0.236;0.059;0.112;0.221;0.531;2173;457;304;2934;74.063;15.576;10.361;1596;1690;1763;2452;2272;1668;1647;1769;1844;2061;608;2473;2103;1194;51;2875;2866
grid.458484.1;Inst.  Mechanics;CN;China;Asia & Pacific;Global South;39.9866;116.329;4;Facility;3122;3545.540;1.136;0.014;0.753;0.222;0.056;0.113;0.221;0.531;421;241;365;1027;40.993;23.466;35.540;2225;2248;1763;1506;2380;1444;1743;1736;1844;2061;2381;2907;1837;2947;1300;2508;64
grid.268441.d;Yokohama City Univ.;JP;Japan;Asia & Pacific;Global North;35.334;139.618;3;Education;8521;9683.860;1.136;0.013;0.785;0.209;0.050;0.106;0.215;0.555;947;1402;972;3321;28.516;42.216;29.268;935;1052;1763;1137;2488;1560;1963;1897;1921;1801;1409;1002;744;1061;2034;1358;236
grid.412970.9;Univ.  Veterinary Medicine Hannover, Foundation;DE;Germany;Europe;Global North;52.3553;9.80144;3;Education;4992;5665.900;1.135;0.011;0.723;0.419;0.050;0.106;0.219;0.569;898;561;368;1827;49.152;30.706;20.142;1537;1646;1768;1830;1046;1804;1963;1897;1869;1623;1472;2240;1819;1878;830;2041;1469
grid.268099.c;Wenzhou Med. Univ.;CN;China;Asia & Pacific;Global South;27.9251;120.712;3;Education;8441;9578.110;1.135;0.008;0.809;0.310;0.052;0.114;0.246;0.602;3689;2041;1463;7193;51.286;28.375;20.339;943;1059;1768;912;1701;2186;1893;1715;1461;1162;303;701;484;457;732;2198;1419
grid.26090.3d;Clemson Univ.;US;United States;North America;Global North;34.6783;-82.8392;3;Education;15834;17977.200;1.135;0.013;0.667;0.282;0.058;0.111;0.220;0.544;2621;1913;1091;5625;46.596;34.009;19.396;528;594;1768;2432;1913;1560;1681;1793;1854;1925;478;749;667;614;956;1853;1622
grid.7840.b;Carlos III Univ.  Madrid;ES;Spain;Europe;Global North;40.3344;-3.76526;3;Education;8229;9336.890;1.135;0.009;0.693;0.468;0.054;0.115;0.241;0.586;1435;908;638;2981;48.138;30.460;21.402;965;1077;1768;2179;750;2052;1817;1689;1541;1385;968;1546;1102;1170;878;2057;1166
grid.497420.c;China Univ.  Petroleum, East China;CN;China;Asia & Pacific;Global South;35.9436;120.172;3;Education;11071;12557.100;1.134;0.013;0.657;0.252;0.059;0.119;0.238;0.564;3427;886;1054;5367;63.853;16.508;19.639;743;829;1772;2494;2153;1560;1647;1603;1590;1688;338;1581;686;641;285;2847;1573
grid.486391.1;State Key Laboratory  Oil  & Gas Reservoir Geology  & Exploitation;CN;China;Asia & Pacific;Global South;30.8215;104.18;4;Facility;3144;3565.700;1.134;0.012;0.815;0.264;0.059;0.114;0.227;0.551;652;610;254;1516;43.008;40.238;16.755;2217;2241;1772;849;2050;1668;1647;1715;1761;1853;1896;2138;2343;2186;1165;1477;2123
